track_id,track_name,artist_names,album_id,album_name,album_release_date,release_year,artist_ids,duration_ms,album_total_tracks,track_popularity,genre
5uuJruktM9fMdN9Va0DUMl,Play That Funky Music,Wild Cherry,27ompw8zlrCkWMacS21ysX,Wild Cherry,N/A,N/A,4apX9tIeHb85yPyy4F6FJG,300000,9,73,funk; funk rock
1mh9eHVRdNhzryG43PXdW1,MUTT,Leon Thomas,0b64yYszabe2wxhG1PiSQo,MUTT,2024-08-09 00:00:00+00:00,2024.0,0nnBZ8FXWjG9wZgM2cpfeb,193333,1,73,
2v7ywbUzCgcVohHaKUcacV,Like a Prayer,Madonna,48AGkmM7iO4jrELRnNZGPV,Like a Prayer,1989-03-21 00:00:00+00:00,1989.0,6tbjWDEIzxoDsBA1FuhfPW,340866,11,73,
7s25THrKz86DM225dOYwnr,Respect,Aretha Franklin,5WndWfzGwCkHzAbQXVkg2V,I Never Loved a Man the Way I Love You,1967-03-10 00:00:00+00:00,1967.0,7nwUJBm0HE4ZxD3f5cy5ok,147600,14,73,classic soul; jazz blues; motown; soul
3XKIUb7HzIF1Vu9usunMzc,Maria Maria (feat. The Product G&B),Santana; The Product G&B,10aiDpdFGyfCFEcqpx6XTq,Supernatural (Remastered),1999-06-15 00:00:00+00:00,1999.0,6GI52t8N5F02MxU0g5U69P; 782IpIScTpnDhYb9hyxOu1,261973,14,73,
5jnxxpX2834SB6LJ0S73Uz,Lollipop,Lil Wayne; Static Major,1Do3y8IAcbYOToYQJnGwSO,Tha Carter III,2008-01-01 00:00:00+00:00,2008.0,55Aa2cqylxrFIXC767Z865; 3pbi8H08p95NUZ7m6ybxUV,299333,23,73,hip hop; rap
4rcHWl68ai6KvpXlc8vbnE,Keep on Loving You,Reo Speedwagon,0X4ZNTZw7SYgrp5rlBQC3N,Hi Infidelity (30th Anniversary Edition),N/A,N/A,55vs7NT1KxcFjbMC4y202E,200293,19,73,aor; classic rock; soft rock
1lx8ddGT5wCD6W2xmLeRKG,Saving All My Love for You,Whitney Houston,2MH37enG6IPvNK5QFLyKes,Whitney Houston,1985-02-14 00:00:00+00:00,1985.0,6XpaIBNiVzIetEPCWDvAFP,237136,10,73,
3gnBcl5KRYTzIQyCOQug6F,Dead (feat. Summer Walker),Cardi B; Summer Walker,1LsNb6mVitbLZCxnRsbCDJ,AM I THE DRAMA?,2025-09-19 00:00:00+00:00,2025.0,4kYSro6naA4h99UJvo89HB; 57LYzLEk2LcFghVwuWbcuS,267441,23,73,r&b
7dHblXsJTRemgyIvFNJE7t,Magnet,Cardi B,1LsNb6mVitbLZCxnRsbCDJ,AM I THE DRAMA?,2025-09-19 00:00:00+00:00,2025.0,4kYSro6naA4h99UJvo89HB,178358,23,73,
5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),Future; Drake,5uCEoLCj3ZZZ1EtzQdQWVl,Life Is Good (feat. Drake),2020-01-10 00:00:00+00:00,2020.0,1RyvyyTE3xzB2ZywiAwp0i; 3TVXtAsR1Inumwj472S9r4,237735,1,72,rap
7Eb9i3xmiLuY5MiY6AhzzL,Last One To Know,Gavin Adcock,4zzLitRvQXzr4Eu2UVz0Nh,Last One To Know,2025-06-27 00:00:00+00:00,2025.0,5jG6uRqinuI83luutMpW6y,177024,2,72,country; red dirt
3HlWVKwU0JqJXqJK9DWHnZ,I'm The Problem,Morgan Wallen,0mc2gCpCL7rXvz6HGR6evD,I'm The Problem,2025-01-31 00:00:00+00:00,2025.0,4oUHIQIBe0LHzYfvXNW4QM,177811,1,72,country
5HQ639Z3ms3hnZx0KfWnkp,Private Eyes,Daryl Hall & John Oates,7rfpaXxmQG7dnFycZjLae0,Private Eyes (Expanded Edition),N/A,N/A,77tT1kLj6mCWtFNqiOmP9H,217200,13,72,soft rock; yacht rock
1Qrdlkgg9I4J7r3P4kZNwr,Missing You,John Waite,65Uo74eW8L3zXUxSOlSm6H,No Brakes,1984-01-01 00:00:00+00:00,1984.0,2TPyCsRoh2tjeZLTQ2ojlj,269760,9,72,arena rock
064SVQsmWl5EF0zahmzkQk,Let Your Love Flow,The Bellamy Brothers,77EM0wkGevYQcBo1AJt7B0,Bellamy Brothers,1976-07-01 00:00:00+00:00,1976.0,5iB5AWIa7qreioi0AF3Bxa,196826,10,72,classic country
6F5c58TMEs1byxUstkzVeM,Roar,Katy Perry,5MQBzs5YlZlE28mD9yUItn,PRISM (Deluxe),2013-10-18 00:00:00+00:00,2013.0,6jJ0s89eD6GaHleKKya26X,223546,16,72,pop
6KBYefIoo7KydImq1uUQlL,Bodak Yellow,Cardi B,4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,2018-04-06 00:00:00+00:00,2018.0,4kYSro6naA4h99UJvo89HB,223712,13,72,
4u2pk0zATUkEeMtuuMtu46,Worst Way,Riley Green,2pEZkJlkzLMBXPUPWyQJxn,Worst Way,2024-03-29 00:00:00+00:00,2024.0,2QMsj4XJ7ne2hojxt6v5eb,220558,1,72,country
5CM4UuQ9Gnd6K2YyKGPMoK,Bad Habit,Steve Lacy,69JpAhN3XgLkOsJ7MCtW4V,Bad Habit,2022-06-29 00:00:00+00:00,2022.0,57vWImR43h4CaDao012Ofp,232114,1,72,
7EsjkelQuoUlJXEw7SeVV4,Black or White,Michael Jackson,0oX4SealMgNXrvRDhqqOKg,Dangerous,1991-11-13 00:00:00+00:00,1991.0,3fMbdgg4jU18AjLCKBhRSm,254933,14,72,
6yIaRllz0lCXuISYsqyCNH,Don’t Mind If I Do (ft. Ella Langley),Riley Green; Ella Langley,5tecOHW8icfevqfej3QEhg,Don’t Mind If I Do (ft. Ella Langley),2024-09-06 00:00:00+00:00,2024.0,2QMsj4XJ7ne2hojxt6v5eb; 6BRxQ8cD3eqnrVj6WKDok8,218946,1,72,country
4rFqRV4UCQubpw348acBq3,Shot Callin,Youngboy Never Broke Again,68SBxb7HlBIt6gIcKsS5A7,Shot Callin,2025-05-06 00:00:00+00:00,2025.0,7wlFDEWiM5OoIAt8RSli8b,225185,1,72,
6IwKcFdiRQZOWeYNhUiWIv,No One,Alicia Keys,6KlxyxhXEDo1LdheFulN7h,As I Am (Expanded Edition),2007-11-09 00:00:00+00:00,2007.0,3DiDSECUqqY1AuBP8qtaIa,253813,17,72,neo soul; r&b
0weAUscowxeqDtpCgtbpgp,Gettin' Jiggy Wit It,Will Smith,2esWeP8Ln1sXA0jbDmi3Zq,Big Willie Style,1997-10-03 00:00:00+00:00,1997.0,41qil2VaGbD194gaEcmmyx,227933,16,72,
64UioB4Nmwgn2f4cbIpAkl,It's Still Rock and Roll to Me,Billy Joel,5sztejERqpktXEdemlUvU5,Glass Houses,1980-03-12 00:00:00+00:00,1980.0,6zFYqv1mOsgBRQbae3JJ9e,176440,10,72,soft rock
3G7tRC24Uh09Hmp1KZ7LQ2,I'm a Believer - 2006 Remaster,The Monkees,50zHjIiTOZM232gnWvOydX,More of The Monkees (Deluxe Edition),1967-01-09 00:00:00+00:00,1967.0,320EPCSEezHt1rtbfwH6Ck,167373,30,72,
0Dm43YLUlGdePpSbI1ct8h,Part-Time Lover,Stevie Wonder,1nLKZqTGA48v3I8dNFkvQt,In Square Circle,1985-09-13 00:00:00+00:00,1985.0,7guDJrEfX3qb6FEbdPA5qi,252560,10,72,classic soul; motown; soul
6Qb7gtV6Q4MnUjSbkFcopl,50 Ways to Leave Your Lover,Paul Simon,4A366gjTrYQwmRtkTezF2W,Still Crazy After All These Years,1975-10-25 00:00:00+00:00,1975.0,2CvCyf1gEVhI0mX6aFXmVI,217346,12,72,singer-songwriter
0SjnBEHZVXgCKvOrpvzL2k,Sundown,Gordon Lightfoot,2IPD9EcNjUmsHvqULDMU9Y,Sundown,N/A,N/A,23rleGXVOVVgTk3xgtmfE4,213400,10,72,folk; folk rock; singer-songwriter; yacht rock
0eqH0ALoDQevq59YcQ53KE,Hollaback Girl,Gwen Stefani,34y7m68F7rN9ou6m5GWohR,Love. Angel. Music. Baby.,2004-11-12 00:00:00+00:00,2004.0,4yiQZ8tQPux8cPriYMWUFP,199853,13,72,
3m0y8qLoznUYi73SUBP8GI,Ghostbusters,Ray Parker Jr.,0epcJ1L57tp3SF30aKyeWa,Ghostbusters (Original Motion Picture Soundtrack) [2016],2016-07-15 00:00:00+00:00,2016.0,0NyzfcGDZZ6GM25EBG9BYK,245253,14,72,
6qc34bnVOyqGDPni8H5W0U,Amazed,Lonestar,7ykiOoPC4GLrVYSDVdDGq2,Lonely Grill,N/A,N/A,3qbnxnvUqR14MJ9g8QwZJK,240866,12,72,country
2gSNBigeWMVtY3QBIvPAEc,Bad - 2012 Remaster,Michael Jackson,3Us57CjssWnHjTUIXBuIeH,Bad (Remastered),1987-08-31 00:00:00+00:00,1987.0,3fMbdgg4jU18AjLCKBhRSm,247360,11,72,
4uvjOKsp7mSjrDhWdkLPBY,I Think We're Alone Now,Tiffany,0ORrRtBqjERyBBZWSsSw9C,Tiffany,1987-01-01 00:00:00+00:00,1987.0,4C3uGP8vRDzxrhJxZiOjTe,228840,10,71,
5t9KYe0Fhd5cW6UYT4qP8f,Good Vibrations - Remastered 2001,The Beach Boys,37rNuexqEXWeSIOiJtn3A9,Smiley Smile (Remastered),1967-09-18 00:00:00+00:00,1967.0,3oDbviiivRWhXwIE8hxkVV,219026,11,71,baroque pop
6fkvIT9KFKxO8poBeKfaEf,One More Night - 2016 Remaster,Phil Collins,1rVhockt4RAiZFaK3M3zPB,No Jacket Required (2016 Remaster),1985-01-25 00:00:00+00:00,1985.0,4lxfqrEsLX6N1N4OCSkILp,288973,11,71,soft rock
1ZPlNanZsJSPK5h9YZZFbZ,Like a Virgin,Madonna,2IU9ftOgyRL2caQGWK1jjX,Like a Virgin,1984-11-12 00:00:00+00:00,1984.0,6tbjWDEIzxoDsBA1FuhfPW,218626,11,71,
0n2SEXB2qoRQg171q7XqeW,Smooth (feat. Rob Thomas),Santana; Rob Thomas,10aiDpdFGyfCFEcqpx6XTq,Supernatural (Remastered),1999-06-15 00:00:00+00:00,1999.0,6GI52t8N5F02MxU0g5U69P; 3aBkeBhwadnWMWoVJ2CxJC,294986,14,71,
5d6Mjuu2uCGRPYpFjGpCX5,Sugar,Maroon 5,6LtzdMGhOCh9s6sssWrpuD,V (Asia Tour Edition),2015-05-18 00:00:00+00:00,2015.0,04gDigrS5kc9YWfZHwBETP,235493,20,71,pop
7ojJ4XvqBhBcteM0zjMebT,(I Can't Help) Falling In Love With You,Ub40,0B0RuH2PSWoEkIvi75xY5d,Promises And Lies,1993-01-01 00:00:00+00:00,1993.0,69MEO1AADKg1IZrq2XLzo5,207440,11,71,reggae
5RpGHqlGHRTGWzNPBKW08D,What's Goin On (feat. Lizzo),Cardi B; Lizzo,1LsNb6mVitbLZCxnRsbCDJ,AM I THE DRAMA?,2025-09-19 00:00:00+00:00,2025.0,4kYSro6naA4h99UJvo89HB; 56oDRnqbIiwx4mymNEv7dS,204351,23,71,
1pXrR5Y9OgcIV2JEAl2lCB,I Kissed A Girl,Katy Perry,7rSjuY09uCzvMY4TlFsBD8,One Of The Boys,2008-06-17 00:00:00+00:00,2008.0,6jJ0s89eD6GaHleKKya26X,179640,12,71,pop
3K7Q9PHUWPTaknlbFPThn2,Celebration,Kool & The Gang,2kc4mhFRsoIRVD0XEYnwhI,Celebrate!,1980-09-29 00:00:00+00:00,1980.0,3VNITwohbvU5Wuy5PC6dsI,298866,8,71,disco; funk
6rPO02ozF3bM7NnOV4h6s2,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,3Gq2Dme9nesdgoqNNlcN8O,Despacito Feat. Justin Bieber (Remix),2017-04-17 00:00:00+00:00,2017.0,4V8Sr092TqfHkfAA5fXXqG; 4VMYDCV2IEDYJArk749S6m; 1uNFoZAHBGtllmzznpCI3s,228826,1,71,latin; reggaeton
2vz1CsL5WBsbpBcwgboTAw,"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,4FZ9s0pelFSliPWhVEWRcC,Footloose (15th Anniversary Collectors' Edition),N/A,N/A,3Y3xIwWyq5wnNHPp5gPjOW,226826,13,71,yacht rock
1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,1XMw3pBrYeXzNXZXc84DNw,Savage Love (Laxed - Siren Beat),2020-06-11 00:00:00+00:00,2020.0,56mfhUDKa1vec6rSLZV5Eg; 07YZf4WDAMNwqr4jfgOZ8y,171374,1,71,
2EjXfH91m7f8HiJN1yQg97,Rockin' Around The Christmas Tree,Brenda Lee,34wa3zf2prXFMk47t9zHFG,Merry Christmas From Brenda Lee,1964-10-19 00:00:00+00:00,1964.0,4cPHsZM98sKzmV26wlwD2W,126266,12,71,christmas
3AoeaZs8dFemFJr3JdzOL0,You Are Not Alone,Michael Jackson,3OBhnTLrvkoEEETjFA3Qfk,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995-06-16 00:00:00+00:00,1995.0,3fMbdgg4jU18AjLCKBhRSm,345600,30,71,
78FHUZRbFDCG6VkRAQdFLm,Broken Wings,Mr. Mister,682sQ449vmcJXS2AGIMrsl,Welcome To The Real World,1985-11-27 00:00:00+00:00,1985.0,7Bah8E0kCETqEpAHI6CPzQ,343933,10,71,
7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,6t5D6LEgHxqUVOxJItkzfb,All Your Fault: Pt. 2,2017-08-11 00:00:00+00:00,2017.0,64M6ah0SkkRsnPGtGiRAbb; 3b8QkneNDz4JHKKKlLgYZg,163870,6,71,acoustic country; country; pop country
212xtcXoSqbbwFAYd0zvNP,Bar None,Jordan Davis,2dbV2Hkxmm5CiUu7a5tBjI,Bar None,2025-03-28 00:00:00+00:00,2025.0,77kULmXAQ6vWer7IIHdGzI,173064,1,71,country; pop country
5Xl87hTgoBbSnEXKNse77Q,Bottle Rockets (feat. Hootie & The Blowfish),Scotty Mccreery; Hootie & The Blowfish,5gXncoYdko6hXM08RQKgsB,Bottle Rockets (feat. Hootie & The Blowfish),2025-05-15 00:00:00+00:00,2025.0,6ZV6lGY0prbqpTD0Md8i29; 08ct2eZF5lUPdJpHwNKWof,235773,1,71,acoustic country; country
6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable,Beyoncé,0Zd10MKN5j9KwUST0TdBBB,B'Day Deluxe Edition,2007-05-29 00:00:00+00:00,2007.0,6vWDO969PvNqNYHIOW5v0m,227853,23,71,
5qHYXcVvc9xsFB2uH7GpMN,Kokomo,The Beach Boys,47VjIh8rgyMJJHNR98w0Kw,The Very Best Of The Beach Boys: Sounds Of Summer,2003-01-01 00:00:00+00:00,2003.0,3oDbviiivRWhXwIE8hxkVV,217692,30,71,baroque pop
2A6yzRGMgSQCUapR2ptm6A,True Colors,Cyndi Lauper,31TRqoVBTQi0lzlPLtvINn,True Colors,1986-10-14 00:00:00+00:00,1986.0,2BTZIqw0ntH9MvilQ3ewNY,227600,10,71,
3ErsOxqe2RmXkR65wkygDz,What's Love Got to Do with It - 2015 Remaster,Tina Turner,7gVHUNPQr0AE2A0Yf5MjqR,Private Dancer (30th Anniversary Issue),1984-05-29 00:00:00+00:00,1984.0,1zuJe6b1roixEKMOtyrEak,230240,25,71,
4lCv7b86sLynZbXhfScfm2,Firework,Katy Perry,5BvgP623rtvlc0HDcpzquz,Teenage Dream: The Complete Confection,2012-03-12 00:00:00+00:00,2012.0,6jJ0s89eD6GaHleKKya26X,227880,19,71,pop
5GorFaKkP2mLREQvhSblIg,All My Life,K-Ci & Jojo,5cmtcMzuUZq8vxS5T7NVPu,Love Always,1997-01-01 00:00:00+00:00,1997.0,05RZIdfz59ZW2FvFuwnmNK,331240,12,71,r&b
3oDFtOhcN08qeDPAK6MEQG,Boom Boom Pow,Black Eyed Peas,1dgbFU08pXJXZhGPlybdMX,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009-01-01 00:00:00+00:00,2009.0,1yxSLGMDHlW21z4YXirZDS,251440,25,71,
16MeIVoFWTq2E0r6DwIek5,House Again,Hudson Westbrook,4LP7dD3panB9oryXnMBqJW,House Again,2024-10-18 00:00:00+00:00,2024.0,0C4gtx1iHMfuaQ73GKWvtZ,203822,1,70,country
70Vdd1gx5tn84jkAU31ASv,Sexy And I Know It,Lmfao,0D49RvtlLCKyxeDKDnBU2R,Sorry For Party Rocking,2011-01-01 00:00:00+00:00,2011.0,3sgFRtyBnxXD5ESfmbK4dl,199480,16,70,
4WUnM4KNZ0kjp0CUeoyOnS,I Swear,All-4-One,4L5ZA0GukWNWjsk9b7HHDy,All-4-One,1994-01-01 00:00:00+00:00,1994.0,1B8ySGDAiXTCvnJNH4HSCG,259853,11,70,
1Oi2zpmL81Q0yScF1zxaC0,"Bills, Bills, Bills",Destiny'S Child,283NWqNsCA9GwVHrJk59CG,The Writing's On The Wall,1999-07-27 00:00:00+00:00,1999.0,1Y8cdNmUJH7yBTd9yOvr5i,256026,16,70,
0aGIy8kll4HYDnNTDlf2vU,Somewhere Over Laredo,Lainey Wilson,7AM3OzfWrmxHJ5xkWSEEre,Somewhere Over Laredo,2025-05-23 00:00:00+00:00,2025.0,6tPHARSq45lQ8BSALCfkFC,226000,1,70,country
7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock,Bobby Helms,3wivyOdotHWZ9dcuXMjPKT,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),1957-12-02 00:00:00+00:00,1957.0,38EmEgXkgK51MT2tPY0EoC,130973,2,70,christmas; villancicos
2E2ZVy2fxslpAUgbb4zu84,Abracadabra,Steve Miller Band,0afS7TjKOoq8LzTx9CgOnu,Abracadabra,1982-06-15 00:00:00+00:00,1982.0,6QtGlUje9TIkLrgPZrESuk,308373,10,70,classic rock
6yJxCltgtmGxIgKOS6ndnu,Greatest Love of All,Whitney Houston,2MH37enG6IPvNK5QFLyKes,Whitney Houston,1985-02-14 00:00:00+00:00,1985.0,6XpaIBNiVzIetEPCWDvAFP,297877,10,70,
7DD7eSuYSC5xk2ArU62esN,Help! - Remastered 2009,The Beatles,0PT5m6hwPRrpBwIHVnvbFX,Help! (Remastered),1965-08-06 00:00:00+00:00,1965.0,3WrFJ7ztbogyGnTHbHJFl2,139560,14,70,classic rock; psychedelic rock
3RMeOetCdXttthQK0clPuz,How Am I Supposed to Live Without You,Michael Bolton,5g9LXOhTPW9Iow6GZPRg2D,Soul Provider,1989-06-27 00:00:00+00:00,1989.0,6YHEMoNPbcheiWS2haGzkn,255666,10,70,soft rock
1ynmMEK1fkyiZ6Z6F3ThEt,Centerfold,The J. Geils Band,48joW5905AMbTFLvy8ZWch,Freeze Frame,N/A,N/A,69Mj3u4FTUrpyeGNSIaU6F,216533,9,70,classic rock
2cBtsB7Pi89q9yWk59a2sX,ErrTime,Cardi B,1LsNb6mVitbLZCxnRsbCDJ,AM I THE DRAMA?,2025-09-19 00:00:00+00:00,2025.0,4kYSro6naA4h99UJvo89HB,146553,23,70,
5uvosCdMlFdTXhoazkTI5R,Light My Fire,The Doors,1jWmEhn3ggaL6isoyLfwBn,The Doors,1967-01-04 00:00:00+00:00,1967.0,22WZ7M8sxp5THdruNY3gXt,429760,11,70,acid rock; classic rock; psychedelic rock
43GS3mtezoIFiuIZCLLiDY,Every Rose Has Its Thorn - 2003 Remaster,Poison,2AMWVB3FWknjcMeb6hMZnd,Open Up And Say...Ahh! (20th Anniversary Edition),1988-03-21 00:00:00+00:00,1988.0,1fBCIkoPOPCDLUxGuWNvyo,260173,12,70,glam metal; glam rock
3QRM0qZB7oMYavveH0iEqx,Here Comes the Hotstepper - Heartical Mix,Ini Kamoze; Salaam Remi,1fSD1yTlcwVUWdpK7Nr7v5,Here Comes The Hotstepper,N/A,N/A,1VJspRsoC6c0bvqhnSiFCs; 0rlS0SzVFk8BoiAW0fGBbN,250466,12,70,reggae; roots reggae
1jTe5liUdnRjbie1luBi6J,Is It a Crime,Mariah The Scientist; Kali Uchis,7jafwvgoGHW0JJGxQMgOci,Is It a Crime,2025-07-31 00:00:00+00:00,2025.0,7HO5fOXE4gh3lzZn64tX2E; 1U1el3k54VvEUzo3ybLPlM,181334,2,69,alternative r&b
2GFawZaMjG8QLxiR4OD3db,Take Me Thru Dere,Metro Boomin; Quavo; Breskii; Ykniece; Dj Spinz,48UcYpGBpoNhEJriPfZFWJ,Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz),2025-08-01 00:00:00+00:00,2025.0,0iEtIxbK0KxaSlF7G42ZOp; 0VRj0yCOv2FXJNP47XQnx5; 2wVt4s4eHizk62Er2CLunw; 0W1zQBUWnDofTkc0APdaog; 7m4YY1JUSagIGuM9BL7KR1,162826,24,69,
3c7Ctlw9MKlIQPxRH3fOTt,Man in the Mirror - 2012 Remaster,Michael Jackson,3Us57CjssWnHjTUIXBuIeH,Bad (Remastered),1987-08-31 00:00:00+00:00,1987.0,3fMbdgg4jU18AjLCKBhRSm,318680,11,69,
3W3KtDwAIg3mAruSpnfG3Q,Fancy,Iggy Azalea; Charli Xcx,3WUe1HRgE7qoUQ3oejofGf,The New Classic (Deluxe Version),2014-01-01 00:00:00+00:00,2014.0,5yG7ZAZafVaAlMTeBybKAL; 25uiPmTg16RbhZWAqwLBy5,199938,15,69,art pop; hyperpop
36ux3YuUsGTWPT8fXclS45,E.T.,Katy Perry; Kanye West,5BvgP623rtvlc0HDcpzquz,Teenage Dream: The Complete Confection,2012-03-12 00:00:00+00:00,2012.0,6jJ0s89eD6GaHleKKya26X; 5K4W6rqBFWDnAN6FQUkS6x,229573,19,69,pop; rap
7ySbfLwdCwl1EM0zNCJZ38,One Sweet Day,Mariah Carey; Boyz Ii Men,1ibYM4abQtSVQFQWvDSo4J,Daydream,1995-10-03 00:00:00+00:00,1995.0,4iHNK0tOyZPYnBU7nGAgpQ; 6O74knDqdv3XaWtkII7Xjp,281066,12,69,christmas; new jack swing; quiet storm; r&b
0aym2LBJBk9DAYuHHutrIl,Hey Jude - Remastered 2015,The Beatles,7vEJAtP3KgKSpOHVgwm3Eh,1 (Remastered),2000-11-13 00:00:00+00:00,2000.0,3WrFJ7ztbogyGnTHbHJFl2,425653,27,69,classic rock; psychedelic rock
67WTwafOMgegV6ABnBQxcE,Some Nights,Fun.,7m7F7SQ3BXvIpvOgjW51Gp,Some Nights,2012-02-14 00:00:00+00:00,2012.0,5nCi3BB41mBaMH9gfr6Su0,277040,11,69,
1r299qCKBLgUS9XJ9m1kEx,Moves Like Jagger,Maroon 5; Christina Aguilera,5NdkVAsSvgUfe3cD8LwSTD,Singles,2015-09-25 00:00:00+00:00,2015.0,04gDigrS5kc9YWfZHwBETP; 1l7ZsJRRS8wlW3WfJfPfNS,202640,12,69,pop
5jE48hhRu8E6zBDPRSkEq7,All About That Bass,Meghan Trainor,5W98Ab4VvQEuFEE4TIe5fE,Title (Deluxe),2015-01-12 00:00:00+00:00,2015.0,6JL8zeS1NmiOftqZTRgdTz,187920,15,69,
013AWvizllIUEC2FOBzOnh,Truly Madly Deeply,Savage Garden,64peTvbTLBDeSBu0GsCRE4,Savage Garden,1997-03-04 00:00:00+00:00,1997.0,3NRFinRTEqUCfaTTZmk8ek,277266,11,69,
3ascnOSOR5MX901ylGuhcl,When a Man Loves a Woman,Michael Bolton,3tu5RTLzk7J2Oe30hspuPm,"Time, Love & Tenderness",1991-04-23 00:00:00+00:00,1991.0,6YHEMoNPbcheiWS2haGzkn,231066,10,69,soft rock
2kyVQg00pphEufGT59M2XH,(They Long To Be) Close To You,Carpenters,5z8MFnoVUIfVo6MQW0uIul,Close To You,1970-01-01 00:00:00+00:00,1970.0,1eEfMU2AhEo7XnKgL7c304,273933,12,69,adult standards; christmas
139nLHDFZNr3anx8CpUy7u,Outside,Cardi B,3yFZYSdLY7V209cDXPEeae,Outside,2025-06-20 00:00:00+00:00,2025.0,4kYSro6naA4h99UJvo89HB,206711,1,69,
727x6SZXGF0LfU2vi3rjaH,Darlin',Chase Matthew,1XXkk3jAPfmW5jyRbRON7x,We All Grow Up,2024-02-16 00:00:00+00:00,2024.0,7HTLVyjNf0VRxfIgNcfRRH,165000,6,69,country; country hip hop
67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),Lil Nas X,2Hjcfw8zHN4dJDZJGOzLd6,MONTERO (Call Me By Your Name),2021-03-31 00:00:00+00:00,2021.0,7jVv8c5Fj3E9VhNjxT4snq,137875,3,69,
7ElF5zxOwYP4qVSWVvse3W,Break Your Heart,Taio Cruz,0eGvq1J5Ke7VlLLOYIlY4k,The Rokstarr Hits Collection,2010-01-01 00:00:00+00:00,2010.0,6MF9fzBmfXghAz953czmBC,201546,15,69,
4WY3HyGXsWqjFRCVD6gnTe,Baby Boy (feat. Sean Paul),Beyoncé; Sean Paul,6oxVabMIqCMJRYN1GqR3Vf,Dangerously In Love,2003-06-24 00:00:00+00:00,2003.0,6vWDO969PvNqNYHIOW5v0m; 3Isy6kedDrgPYoTS1dazA9,244826,15,69,dancehall
3VbGCXWRiouAq8VyMYN2MI,Love Me Do - Remastered 2009,The Beatles,3KzAvEXcqJKBF97HrXwlgf,Please Please Me (Remastered),1963-03-22 00:00:00+00:00,1963.0,3WrFJ7ztbogyGnTHbHJFl2,141693,14,69,classic rock; psychedelic rock
2fKnX8RINrl4eOG5klOhcZ,What An Awesome God,Phil Wickham,19rQaj9WUt61x4kiFOGRlc,What An Awesome God,2025-04-11 00:00:00+00:00,2025.0,5d1JhBfyb58upMXCZOdbQu,211866,6,68,ccm; christian; worship
6b3b7lILUJqXcp6w9wNQSm,Cheap Thrills (feat. Sean Paul),Sia; Sean Paul,4BTlXiDFjyJfpHjR7jlEJo,Cheap Thrills (feat. Sean Paul),2016-02-11 00:00:00+00:00,2016.0,5WUlDfRSoLAfcVSX1WnrxN; 3Isy6kedDrgPYoTS1dazA9,224813,1,68,dancehall
1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,Janis Joplin,3j7nicLAWXM0Fb08q9XGyf,Pearl (Legacy Edition),1971-01-11 00:00:00+00:00,1971.0,4NgfOZCL9Ml67xzM0xzIvC,271333,29,68,acid rock; classic rock; psychedelic rock
2dThEJP9S344qzNhePcSzj,I'm Gonna Miss You,Milli Vanilli,6s8bfXrXEqaFFmAi02m7k4,All Or Nothing,1988-11-14 00:00:00+00:00,1988.0,3vRclCt9VnNhYIxFMQCxuM,238866,13,68,
2K6T1iKa7coghsISspjPv8,What Kinda Man,Parker Mccollum,53HiQCmdwiT4e7SHX74XdM,What Kinda Man,2024-09-13 00:00:00+00:00,2024.0,0Z8XVUAOBPM4x12wKnFHEQ,259022,1,68,country; red dirt; texas country
1DndHckdH9m5rp6gYP086b,Runaround Sue,Dion,20vUqyMzF8fgQhkdLdtzi7,Runaround Sue,N/A,N/A,15FyiY3ChN0QRspHIQYq0W,171600,12,68,doo-wop
1pTGc8pwyo6xtgXBKCBcFn,Woman in Love,Barbra Streisand,5mMebbufullX8FIhpCxwCt,Guilty,1980-09-23 00:00:00+00:00,1980.0,7jmTilWYlKOuavFfmQAcu6,231840,9,68,adult standards
4VZDv8sASBS8UruUBGTFdk,Hold On,Wilson Phillips,1Xi55xFMaymXdSWshmxhw2,Wilson Phillips,1990-05-08 00:00:00+00:00,1990.0,1yMYjh77WgOVafRkI50mim,266866,10,68,
51FpzuGkRYXFgsE2zXt9av,When a Man Loves a Woman,Percy Sledge,0lj5tDBUt1i1b1Llobu23M,When a Man Loves a Woman,N/A,N/A,3rRmDmzPcAFwcUDvG5gBqO,173866,11,68,classic soul; motown; soul
